id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7281629,DoubleRoom(352D-Yau Ma Tei)for rent,26338030,Indrajit,,Yau Tsim Mong,22.31396,114.17056,Entire home/apt,211,1,0,,,5,0
7296139,Hong Kong Style- Heart of Wanchai,38215479,Arilysse,,Wan Chai,22.27605,114.17236,Entire home/apt,431,1,1,2015-12-07,0.02,1,0
7309973,"Central, spacious, and quiet!",18864995,Jonathan,,Central & Western,22.28168,114.15247,Entire home/apt,1096,2,4,2016-05-15,0.10,1,0
7310539,Homely Room close to everything (S),1925785,Angelica,,Yau Tsim Mong,22.31857,114.17311,Private room,478,1,22,2017-03-25,0.46,3,0
7311170,Large flat Mid-Levels with harbor/skyline views,5958610,Nadia & Thierry,,Central & Western,22.28277,114.14769,Entire home/apt,1683,2,21,2019-05-05,0.42,1,17
7331985,1BR w/partial sea view 1 min away from SYP metro,38413364,Ferdinand,,Central & Western,22.28392,114.14459,Private room,399,2,5,2017-10-16,0.10,1,0
7333570,Sun drenched apartment with a view,38422135,Carlo,,Wan Chai,22.26951,114.18653,Entire home/apt,853,1,1,2015-08-10,0.02,1,0
7334758,Triple Room with Private Bathroom 2,29487688,Comfort Guest House,,Yau Tsim Mong,22.29709,114.17221,Private room,579,1,38,2019-06-09,0.79,11,365
7335635,Single Room with Private Bathroom 2,29487688,Comfort Guest House,,Yau Tsim Mong,22.29705,114.1707,Private room,329,1,31,2019-03-02,0.62,11,365
7336165,1min Temple Street Cozy 2 bed room,6110860,May,,Yau Tsim Mong,22.3097,114.17043,Hotel room,446,1,113,2019-09-05,2.27,32,292
7336868,Fortune Inn  Deluxe Room 2 豪華大床房,37385532,Amaya,,Yau Tsim Mong,22.2994,114.17259,Private room,407,1,148,2019-07-23,2.96,15,91
7337399,Awesome Flat Sheung Wan!,32664151,Axel,,Central & Western,22.28443,114.15072,Private room,391,5,1,2015-08-09,0.02,1,0
7340303,Bright and sunny apartment near HKU,38454839,Benjamin,,Central & Western,22.28788,114.13738,Entire home/apt,548,2,2,2016-01-02,0.04,1,0
7358106,Spacious Living in Happy Valley,37032169,Stewart,,Wan Chai,22.26773,114.185,Entire home/apt,1503,1,0,,,1,0
7359179,Central★Soho 2 Rooms★Wifi★會說中文★ Great View,1304493,Jay & Jennifer,,Central & Western,22.2809,114.15237,Entire home/apt,579,7,23,2019-05-05,0.46,1,33
7359771,Wanchai SERVICE APT walk 7mins CAUSEWAY BAY MTR2A,6811924,Daisy,,Wan Chai,22.27765,114.18011,Entire home/apt,509,28,25,2019-07-31,0.62,30,354
7361396,Share Flat SGN room at Kowloon East,17404832,Sammy,,Kowloon City,22.31968,114.19092,Private room,149,28,0,,,11,365
7368664,Colourfu & Cozy Big 3BR @Jordan MTR,25665568,Mary,,Yau Tsim Mong,22.30444,114.16802,Entire home/apt,986,4,149,2019-08-17,2.95,9,273
7369437,3 bedroom + 2 bathroom apt near MTR,35923038,Dan,,Yau Tsim Mong,22.3072,114.16532,Entire home/apt,1033,1,117,2019-08-14,2.35,9,306
7375177,"Budget 3 room apt for 6 pax, 2A",35923038,Dan,,Yau Tsim Mong,22.30842,114.16674,Entire home/apt,752,1,162,2019-08-08,3.26,9,291
7375957,T2-Guest House-Triple Room,37289493,Ken,,Yau Tsim Mong,22.31759,114.16923,Private room,1104,2,105,2019-09-08,2.20,28,306
7387965,Luxury spacious serviced apartment,16293337,Stacey,,Central & Western,22.28879,114.14189,Entire home/apt,1002,2,15,2018-04-01,0.30,2,0
7389948,"Roomy, quiet apt, 1 br Sai Ying Pun",13049266,Vic,,Central & Western,22.28687,114.1378,Entire home/apt,697,2,0,,,1,0
7391438,D5-Standard Twin Bed Room,37289493,Ken,,Yau Tsim Mong,22.31617,114.17027,Private room,1104,2,127,2019-09-08,2.65,28,325
7391649,B2-Standard DoubleBed Room with public balcony,37289493,Ken,,Yau Tsim Mong,22.316,114.16997,Private room,1104,2,92,2019-09-02,1.86,28,348
7395416,"Spacious, Central apartment w/private rooftop",37525600,Stuart,,Central & Western,22.28571,114.13767,Entire home/apt,1503,4,0,,,1,0
7397788,Long Term Studio Apartments,25755284,Mik,,Kowloon City,22.31068,114.18812,Entire home/apt,298,27,12,2019-04-11,0.26,6,342
7409337,STUDIO Apartment in Kowloon,25804715,Marbella,,Kowloon City,22.31109,114.1867,Entire home/apt,352,1,35,2019-06-09,0.77,9,365
7410022,NEW! Lovely pink room 3min to MTR,9897606,Man Yuen,,Yau Tsim Mong,22.3183,114.17135,Private room,352,1,119,2019-08-15,2.37,5,352
7424265,Hotel room of iclub Fortress Hill,38891119,Xue,,Eastern,22.28714,114.1929,Private room,501,1,0,,,1,0
7440521,Good old Day BACK TO THE1950's style+sky PARK,10088915,宅一起,,Yau Tsim Mong,22.32247,114.16775,Entire home/apt,1300,1,58,2018-06-18,1.17,18,0
7440659,"Clean, comfortable and convenient",31321021,Kit,,Eastern,22.28995,114.19988,Private room,399,1,0,,,1,0
7441176,"1 MIN to MTR, clean and quiet",31947768,Nuts,,Yau Tsim Mong,22.30243,114.17261,Private room,368,2,86,2019-06-08,1.90,26,91
7444273,Studio 3mins from Sai Ying Pun MTR near Sheung Wan,2965414,Belinda,,Central & Western,22.286,114.14675,Entire home/apt,587,60,0,,,1,0
7445236,Spacious entire flat in strategic location,31383897,Stanley,,Kwai Tsing,22.36378,114.10313,Entire home/apt,501,2,2,2017-01-01,0.06,1,0
7449325,A double room is available for rent,26412615,Candy,,Yau Tsim Mong,22.30628,114.16627,Private room,227,1,0,,,1,0
7491943,Seaview Self-Catering Holiday Home,31840709,Gigi,,Islands,22.29352,114.01502,Entire home/apt,799,365,31,2018-02-28,0.62,1,18
7492137,Hop Inn - Double (Mody),251015872,Mody,,Yau Tsim Mong,22.2963,114.17566,Private room,618,1,11,2018-05-01,0.23,8,266
7503281,Standard double-person room,35448674,Panda,,Yau Tsim Mong,22.3177,114.16985,Private room,352,1,39,2019-01-01,0.77,9,91
7507729,Midlevels Residence on Conduit,39018734,Rie,,Central & Western,22.28002,114.14212,Entire home/apt,1699,2,6,2016-07-12,0.12,1,0
7517247,THIS IS OUR ROOM 1/ 1號房/これは､私たちの部屋1,35448674,Panda,,Yau Tsim Mong,22.31889,114.17112,Private room,282,1,18,2018-11-14,0.36,9,0
7517361,THIS IS OUR ROOM 2/ 2號房/これは､私たちの部屋2,35448674,Panda,,Yau Tsim Mong,22.31825,114.16969,Private room,352,1,110,2019-05-03,2.21,9,4
7517412,"One bedroom flat, great location",39387945,Alexandra,,Wan Chai,22.27618,114.18332,Entire home/apt,947,7,1,2016-01-02,0.02,1,0
7517438,THIS IS OUR ROOM 3/ 3號房/これは､私たちの部屋3,35448674,Panda,,Yau Tsim Mong,22.31981,114.16979,Private room,329,28,35,2017-01-04,0.70,9,0
7517501,THIS IS OUR ROOM 6/ 6號房/これは､私たちの部屋6,35448674,Panda,,Yau Tsim Mong,22.31757,114.17138,Private room,274,1,74,2019-05-03,1.47,9,0
7517547,THIS IS OUR ROOM 7/ 7號房/これは､私たちの部屋7,35448674,Panda,,Yau Tsim Mong,22.31771,114.1709,Private room,290,1,45,2019-03-03,0.91,9,0
7519135,DoubleRoom(352A-Yau Ma Tei)for rent,26338030,Indrajit,,Yau Tsim Mong,22.31276,114.16894,Private room,188,2,0,,,5,0
7519163,A double room is available for rent,26338030,Indrajit,,Yau Tsim Mong,22.30802,114.16586,Private room,227,1,1,2015-07-27,0.02,5,0
7534875,Hop Inn - Twin (bunk) (Mody),251015872,Mody,,Yau Tsim Mong,22.29753,114.17437,Private room,603,1,0,,,8,235
7534916,Hop Inn - Quad (Mody),251015872,Mody,,Yau Tsim Mong,22.29608,114.17382,Private room,1080,1,4,2018-10-28,0.08,8,255
7541358,A double room is ready in Manking,26338030,Indrajit,,Yau Tsim Mong,22.3081,114.16596,Private room,227,1,0,,,5,0
7548843,Nice and Tidy place,39505716,Mavis,,Kwun Tong,22.3074,114.23156,Private room,1002,1,0,,,1,0
7552247,"lovely view, pool, gym, balcony",14758724,Linds,,Central & Western,22.28413,114.14749,Private room,501,3,13,2017-07-12,0.26,2,0
7555237,"Serviced apartment, view on harbour",39600502,Andre,,Kowloon City,22.30373,114.18575,Private room,446,1,10,2015-12-10,0.20,1,0
7563005,Your 1BR apt in trendy Sai Ying Pun,5332417,Jimmy,,Central & Western,22.28599,114.14119,Entire home/apt,775,1,0,,,1,0
7564307,Room near Olympic MTR (D1),23134064,Dustin,,Yau Tsim Mong,22.31871,114.16178,Private room,227,28,1,2017-07-08,0.04,10,294
7564401,"Huge bridge room + kitchen, MTR C",35973739,Yau,,Yau Tsim Mong,22.30586,114.16971,Private room,298,1,126,2019-08-30,2.57,6,286
7564485,Spacious 2 bedroom apt in CBD,35973739,Yau,,Yau Tsim Mong,22.31003,114.17098,Entire home/apt,603,1,146,2019-08-25,2.98,6,340
7564603,Huge 3 bedroom apt on Nathan Rd -KD,35973739,Yau,,Yau Tsim Mong,22.30649,114.17289,Entire home/apt,1002,1,187,2019-08-12,3.72,6,291
7584017,Harbourfront Horizon,39771703,Oliver,,Yau Tsim Mong,22.30159,114.18473,Entire home/apt,1104,1,0,,,1,0
7585351,Charm apt in the new soho of HK!,9762457,Lari,,Central & Western,22.28315,114.12787,Entire home/apt,399,6,2,2016-01-05,0.04,1,249
7604147,At home in the Heart of Central!,23880523,Mariel,,Central & Western,22.28257,114.15361,Entire home/apt,650,5,7,2017-03-26,0.14,1,0
7605467,新裝修獨立浴室大床房,15174928,K&B Hostel,,Yau Tsim Mong,22.30554,114.16849,Private room,399,2,13,2017-12-18,0.26,7,91
7610364,SoHo 1BR near PMQ,2149970,Verman,,Central & Western,22.2836,114.1507,Entire home/apt,415,27,2,2017-03-30,0.06,1,0
7621911,Lovely 1 BR in the trendy Star St,9605999,Salomé,,Wan Chai,22.27663,114.169,Entire home/apt,697,1,6,2016-06-12,0.12,1,0
7638177,Luxurious central apartment,10088780,Matthew,,Central & Western,22.28282,114.14792,Private room,501,1,0,,,1,0
7652663,Fortune Inn  Deluxe Room 11 豪華大床房,37385532,Amaya,,Yau Tsim Mong,22.2973,114.17291,Private room,407,1,101,2019-06-07,2.05,15,91
7661742,Solidarity room,21504171,Leo,,Yau Tsim Mong,22.31773,114.17036,Private room,399,1,7,2016-02-13,0.14,1,0
7674190,A+ Fun HK- Central of Asia,27512581,Wesley,,Central & Western,22.28561,114.15212,Private room,211,1,77,2019-08-10,1.56,2,337
7679731,九龍市中心懷舊in central HK,40331089,Carmen,,Yau Tsim Mong,22.32052,114.17096,Shared room,251,1,28,2017-05-03,0.57,1,0
7681654,Double bed room with bathroom,27773646,Kenneth,,Yau Tsim Mong,22.29907,114.17608,Private room,352,7,3,2018-02-08,0.06,27,365
7684573,A spacious quiet and cozy bamboo pad near Central,2779264,Julia,,Central & Western,22.2869,114.14809,Entire home/apt,853,7,20,2019-08-13,0.56,1,355
7701129,"Sunny, Quiet, HK Island Apartment",40454497,Charlotte,,Eastern,22.28951,114.19266,Entire home/apt,603,2,2,2015-10-03,0.04,1,0
7701404,"Sai Ying Pun/HKU (4), Near HKU!",23134064,Dustin,,Central & Western,22.28519,114.13956,Private room,290,28,4,2019-07-04,0.10,10,196
7701968,listing_id: (Phone number hidden by Airbnb) ) The standard big bed room!listing_id: (Phone number hidden by Airbnb) listing_id: (Phone number hidden by Airbnb) Room 5) clean and tidy!,40376086,Mei,,Yau Tsim Mong,22.30523,114.17143,Private room,337,1,283,2019-08-28,5.65,8,88
7718086,"Nice Apartment, Third Street, Sai Ying Pun.",40552634,Siobhan,,Central & Western,22.28517,114.14014,Entire home/apt,603,5,0,,,1,0
7725617,"Charming, cozy and modern quiet nest in Central",40594102,Marc,,Central & Western,22.28389,114.14971,Entire home/apt,1198,4,1,2017-12-30,0.05,1,0
7740880,Studio apartment in Olympic,10414081,Jonathan,,Yau Tsim Mong,22.32146,114.16219,Entire home/apt,313,1,0,,,1,0
7743391,TsimShaTsui Wellyet Guest House Long Stay @ Room 8,40699783,Natalie,,Yau Tsim Mong,22.29676,114.17164,Private room,282,1,47,2019-07-08,1.11,15,365
7743921,"(7) standard double room (Room 7). With street windows, two beds can be combined into a large bed",40376086,Mei,,Yau Tsim Mong,22.30678,114.17225,Private room,399,1,255,2019-08-08,5.14,8,62
7749442,Sunny Quiet Central MTR Studio + Private Rooftop,14220592,Redelle,,Central & Western,22.2839,114.15505,Entire home/apt,853,28,33,2019-07-06,0.66,1,90
7764066,"Lady Market, clean economic suite",35740627,Haiyang,,Yau Tsim Mong,22.31726,114.16961,Private room,352,1,6,2018-08-12,0.14,9,365
7764158,"Lady Market, economic suite",35740627,Haiyang,,Yau Tsim Mong,22.31683,114.1702,Private room,501,1,2,2019-02-10,0.09,9,365
7766571,One twin bed that is clean and comfortable!listing_id: (Phone number hidden by Airbnb) listing_id: (Phone number hidden by Airbnb) Number 2),40376086,Mei,,Yau Tsim Mong,22.30623,114.17301,Private room,321,1,262,2019-08-19,5.41,8,81
7777283,Hostel Rm for 3 pax@Mongkok MTR 3 mins,30770000,Jie,,Yau Tsim Mong,22.32117,114.16785,Hotel room,399,1,71,2019-07-13,1.44,17,352
7790525,"香港九龍塘廣播道,低密度住宅區,環境優雅安靜",17315093,Amanda,,Kowloon City,22.34258,114.18355,Entire home/apt,2983,1,11,2019-05-03,0.23,1,364
7800593,Wanchai SERVICE APT walk 7mins CAUSEWAY BAY MTR2B,6811924,Daisy,,Wan Chai,22.27759,114.17858,Entire home/apt,626,28,5,2019-02-02,0.24,30,365
7809198,3mins to MongKok MTR station!!!,16313394,Aaron,,Yau Tsim Mong,22.31794,114.17253,Private room,251,1,89,2018-03-05,1.80,28,365
7810714,Huge sea view flat with terrace,29956106,Philippine,,Southern,22.2716,114.12053,Entire home/apt,1902,3,12,2019-01-16,0.25,1,0
7811326,"APT WITH PRIVATE ROOFTOP, CENTRAL",26572587,Alisa,,Central & Western,22.28083,114.15077,Entire home/apt,932,5,0,,,1,0
7818508,Stunning Apt-Roof Garden & Sky Pool,1438393,Annabelle,,Wan Chai,22.27524,114.17214,Entire home/apt,1221,3,26,2018-12-31,0.54,2,0
7828921,Triple Room,38038584,Jim,,Yau Tsim Mong,22.31863,114.17076,Private room,329,3,63,2019-03-23,1.31,15,42
7833692,Large City Center with Ocean View,5980344,Cameron,,Wan Chai,22.28044,114.19305,Private room,689,1,2,2015-11-22,0.04,1,0
7845830,Convenient and cosy 1 br flat in DB,41344190,Hisako,,Islands,22.30398,114.01065,Entire home/apt,689,2,61,2019-09-16,1.88,1,64
7849295,Hop Inn - 6 Bed Private room (Mody),251015872,Mody,,Yau Tsim Mong,22.29687,114.1742,Hotel room,1441,1,3,2017-08-29,0.09,8,257
7861565,#D4 Female 4beds room in Jordan MTR,27820990,Moment Hostel,,Yau Tsim Mong,22.30603,114.17127,Shared room,180,2,38,2019-07-26,0.78,20,361
7863871,Cosy 2 bedrooms home above SOHO,41161101,Joyce,,Central & Western,22.28125,114.14898,Entire home/apt,1597,3,51,2019-08-13,1.05,2,85
7868871,開陽方便適合自助旅行或短期工幹的人士住宿,40699526,Nana,,Wan Chai,22.27842,114.19229,Private room,446,3,0,,,1,0
7874605,HungHom Seaview Bright Airy room,39751332,Noboru,,Kowloon City,22.30344,114.18537,Entire home/apt,689,1,3,2016-08-20,0.06,1,0
7876044,"Bright and calm studio, HK Island",41514788,Aurélie,,Wan Chai,22.27869,114.18376,Entire home/apt,2998,1,0,,,1,0
7880619,Fortune Inn Two beds Room 16 豪華雙床房,37385532,Amaya,,Yau Tsim Mong,22.2984,114.1733,Private room,431,1,54,2019-07-24,1.17,15,89
7887271,"Greenery Gardens, Pokfulam",41581627,Andy,,Central & Western,22.27616,114.12741,Entire home/apt,1503,4,21,2019-08-03,0.44,1,64
7890093,"One Bedroom Apartment, Wan Chai",20542500,Holly,,Wan Chai,22.27306,114.17447,Entire home/apt,697,1,0,,,1,0
7894789,Newly Renovated/RefurnishDwalk 6 minuteTST MTR 4ED,6811924,Daisy,,Yau Tsim Mong,22.30094,114.17405,Entire home/apt,548,3,22,2019-04-28,0.52,30,263
7901993,No more available,41665743,Mona,,Yuen Long,22.4254,114.08514,Entire home/apt,227,999,1,2015-12-10,0.02,1,181
7903745,Luxury apartment in Sai Ying Pun -,17581062,Annemieke,,Central & Western,22.28598,114.13735,Entire home/apt,900,3,3,2016-08-27,0.06,1,0
7906646,Spacious apartment in heart of TST,748336,Charles,,Yau Tsim Mong,22.30186,114.17295,Entire home/apt,579,4,5,2016-01-17,0.10,1,0
7907012,旺角Around the world theme room,10088915,宅一起,,Yau Tsim Mong,22.31609,114.17082,Entire home/apt,1198,10,3,2017-03-18,0.06,18,365
7920793,superb 1 bedroom in central,16597701,Julien,,Central & Western,22.2851,114.15178,Entire home/apt,1996,1,0,,,1,0
7921721,Spare Bedroom Apartment in Kowloon,41695713,Vishal,,Yau Tsim Mong,22.30221,114.18413,Private room,360,2,11,2019-08-26,0.22,1,42
7922785,Female Dorm Bed#2/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27933,114.17768,Shared room,204,1,68,2019-07-22,1.69,64,362
7923414,"Spacious, bright and lovely flat!",41783231,Math'Mout,,Wan Chai,22.27813,114.18428,Entire home/apt,650,1,0,,,1,0
7923591,LOVE IN WHITE romantic A blockhouse + sky parK,10088915,宅一起,,Yau Tsim Mong,22.32053,114.17106,Entire home/apt,1198,6,64,2017-09-24,1.32,18,365
7925180,Studio - Hong Kong - Wan Chai,41791246,El,,Wan Chai,22.27801,114.17425,Entire home/apt,305,5,0,,,1,0
7925333,舒適整套房寓獨立㕑厠近地铁NICE STUDIO NEAR MTR,16313394,Aaron,,Sham Shui Po,22.32814,114.16041,Private room,251,1,60,2017-12-09,1.21,28,365
7925886,A clean room with perfect location,27207815,Kaiwing,,Yau Tsim Mong,22.3094,114.17039,Private room,298,5,13,2019-05-19,0.39,3,363
7927362,沙田大圍Two theme room combined,10088915,宅一起,,Sha Tin,22.36574,114.17616,Entire home/apt,1104,1,2,2015-10-06,0.04,18,365
7928875,HK 西貢海邊獨棟 可商业拍摄,24440946,Shi,,Tsuen Wan,22.39783,114.10876,Entire home/apt,9998,1,2,2017-08-06,0.05,1,363
7931794,"(3) 干､濕分開,溫馨雙人大床房間(房號3)!值得一試!",40376086,Mei,,Yau Tsim Mong,22.30657,114.17246,Entire home/apt,399,1,333,2019-09-06,6.76,8,90
7939069,Times Square Studio,41216955,Bong,,Wan Chai,22.27742,114.18227,Entire home/apt,650,3,97,2019-07-01,2.10,4,314
7945652,Spacious room for two 1 min fr MTR,11921432,Janny,,Yau Tsim Mong,22.32515,114.16932,Private room,681,1,0,,,2,0
7958017,Digital Nomad Studio in Ngau Tau Kok (Kwun Tong),23690795,Jossue,,Kwun Tong,22.31868,114.21527,Entire home/apt,282,4,37,2018-01-22,0.75,1,0
7958196,Two Bedroom Flat in Kennedy Town,7078538,Mark,,Central & Western,22.28303,114.12573,Entire home/apt,900,2,0,,,1,0
7964582,Fortune Inn Double bed Room 19 温馨大床房,37385532,Amaya,,Yau Tsim Mong,22.29852,114.17161,Private room,360,1,136,2019-08-25,2.75,15,87
7965617,NEW & NOW @ 1 min MTR Sheung Wan,10705091,Kubo,,Central & Western,22.28501,114.15304,Entire home/apt,407,2,146,2019-08-13,3.02,9,326
7973877,Cosy appartment in Wanchai,42081600,Aurianne,,Wan Chai,22.27577,114.17314,Private room,321,1,0,,,1,0
7974560,"Cozy, modern flat with 2 balconies!",22839087,Arvid,,Yau Tsim Mong,22.30552,114.16697,Entire home/apt,587,2,1,2015-11-10,0.02,1,0
7976534,铭城宾馆 (3人房),42099713,文杰,,Wan Chai,22.27796,114.18362,Private room,579,1,27,2019-01-13,0.56,4,181
7979236,Warehouse apartment in Mid-Levels,38297048,Matthew,,Central & Western,22.28039,114.15072,Entire home/apt,1049,2,42,2018-12-12,0.96,3,0
7980507,"JJ-Home@2, 1min airport express bus",4651097,Joe,,Yau Tsim Mong,22.30147,114.17571,Entire home/apt,1292,1,206,2019-08-02,4.24,3,148
7989052,Well located & cozy cute flat + spacious rooftop,3037660,Pj,,Central & Western,22.28691,114.13934,Private room,399,2,40,2018-05-12,0.81,2,80
8001413,Beautiful house,42239279,Ricky,,Tai Po,22.45157,114.16647,Entire home/apt,399,365,0,,,1,91
8018085,Clean & Cozy Double room #1,41879549,Helen,,Yau Tsim Mong,22.30645,114.16729,Private room,282,1,101,2019-06-26,2.08,10,365
8018226,8 bed mixed dorm( shared bathroom),4812035,Urban Pack,,Yau Tsim Mong,22.29688,114.17154,Shared room,157,1,38,2019-06-02,0.86,15,363
8019267,Budget double room 1 min to MTR#2,41879549,Helen,,Yau Tsim Mong,22.3071,114.16798,Private room,282,1,131,2019-07-14,2.79,10,356
8035581,“Shared Cozy apartment with rooftop”,1280411,Liz,,Wan Chai,22.27723,114.16908,Private room,399,2,121,2019-06-29,2.44,1,88
8035677,City Triple room with window #3,41879549,Helen,,Yau Tsim Mong,22.30665,114.16765,Private room,352,1,151,2019-08-24,3.05,10,325
8035745,Room for 3 people near MTR #4,41879549,Helen,,Yau Tsim Mong,22.30775,114.16796,Private room,352,1,143,2019-08-16,2.94,10,346
8035801,Cozy ensuite 1 min to MTR #5,41879549,Helen,,Yau Tsim Mong,22.30657,114.16733,Private room,282,1,122,2019-06-23,2.52,10,363
8035834,"Sunny & cozy triple room, Jordan#6",41879549,Helen,,Yau Tsim Mong,22.30645,114.16792,Private room,352,1,114,2019-08-16,2.36,10,360
8035864,Spacious Triple room 1min to MTR#7,41879549,Helen,,Yau Tsim Mong,22.30616,114.1675,Private room,352,1,122,2019-08-20,2.53,10,342
8035956,Central room for 4 near MTR #9,41879549,Helen,,Yau Tsim Mong,22.30751,114.16736,Private room,399,1,136,2019-06-25,2.82,10,344
8035991,Room w/ 2xdouble bed in city#10,41879549,Helen,,Yau Tsim Mong,22.30663,114.16739,Private room,399,1,121,2019-06-09,2.52,10,341
8036020,Big 4 pax room 1min to MTR#11,41879549,Helen,,Yau Tsim Mong,22.30651,114.16802,Private room,399,1,107,2019-06-24,2.22,10,344
8037346,Sea + City view at Lantau Island,4327672,Angela,,Tsuen Wan,22.40701,114.11944,Entire home/apt,1002,5,1,2015-08-30,0.02,1,0
8044226,Double room in the heart of Hong Kong - Sheung Wan,32281255,Yuna,,Central & Western,22.28375,114.14865,Private room,344,3,4,2016-10-03,0.08,1,0
8047779,Lovely apartment in Great Hong Kong Area,11057008,Zak,,Wan Chai,22.27879,114.19282,Entire home/apt,650,3,0,,,1,0
8055191,"Spacious 2 bedroom Apartment, Soho",22972086,Richard,,Central & Western,22.27994,114.1508,Entire home/apt,1300,4,1,2015-10-08,0.02,1,0
8059176,NEO HOME GUEST HOUSE 3,42567559,Neo,,Yau Tsim Mong,22.29894,114.17385,Private room,603,1,2,2018-10-29,0.05,7,365
8063990,Bright appartment in SYP with Roofterrace,30880550,Joosje,,Central & Western,22.28732,114.13961,Entire home/apt,806,3,3,2016-12-06,0.06,1,0
8072147,Comfy & Lovely Room Guaranteed,18523655,Sandy,,Wan Chai,22.27838,114.17816,Private room,321,1000,3,2015-12-21,0.06,1,364
8074694,銘城賓館,42099713,文杰,,Wan Chai,22.27952,114.18304,Private room,478,1,39,2019-02-09,0.79,4,365
8078033,Beautiful 2 bedroom/2 bathroom flat,34248332,Sandie,,Southern,22.24352,114.14661,Entire home/apt,752,3,1,2015-10-16,0.02,1,0
8080839,Roof terrace: great HK harbour view,3195952,Dom,,Wan Chai,22.27789,114.18967,Entire home/apt,783,2,16,2018-11-17,0.36,1,0
8082034,1 Male Dorm Jordan 1406,6110860,May,,Yau Tsim Mong,22.3085,114.17146,Hotel room,141,1,89,2019-07-13,1.80,32,365
8086459,Convenient flat in rural Hong Kong,42088038,Ben,,Islands,22.26303,114.00033,Entire home/apt,501,4,5,2018-04-03,0.10,1,0
8091977,Harbour View Room,31115303,Priscilla,,Central & Western,22.27377,114.15853,Private room,1503,1,0,,,1,0
8092787,Shenzhen Luohu CBD Cosy apartment-Near Checkpoint,25174149,Erik,,North,22.5381,114.12309,Entire home/apt,298,30,1,2017-06-09,0.04,1,364
8096925,Spacious studio right in the city,1496537,Niomal,,Central & Western,22.28545,114.15035,Entire home/apt,352,1,8,2016-08-04,0.16,2,0
8108608,listing_id: (Phone number hidden by Airbnb) ngle Room with Private Bathroom 3,29487688,Comfort Guest House,,Yau Tsim Mong,22.29726,114.17136,Private room,329,1,30,2018-07-31,0.61,11,365
8109258,listing_id: (Phone number hidden by Airbnb) Double Room with Private Bathroom 5,29487688,Comfort Guest House,,Yau Tsim Mong,22.29734,114.17268,Private room,399,1,36,2019-01-16,0.74,11,365
8118791,"Huge 1 Bdrm, Modern, Great Location",2511444,Anna,,Wan Chai,22.27927,114.17921,Entire home/apt,799,2,12,2018-02-19,0.27,1,0
8134687,Bright Flat w/ Seaview/Rooftop/BBQ,42957528,Tong,,Islands,22.22638,114.1124,Entire home/apt,399,5,2,2015-10-07,0.04,1,0
8140021,普通房間,42981880,Mary,,Sham Shui Po,22.32777,114.16025,Private room,814,2,0,,,1,0
8143176,"Independent apartment, City One
Apartment",26845194,Carol,,Sha Tin,22.38438,114.20383,Private room,391,28,63,2018-07-28,1.29,1,303
8144456,市中心特色唐樓 Downtown Guesthouse,42871663,Carmen,,Yau Tsim Mong,22.31858,114.17131,Shared room,251,1,20,2017-05-01,0.41,1,0
8163687,last floor room w/ private rooftop,10325549,Frédéric,,Central & Western,22.28142,114.15285,Private room,650,2,7,2019-09-11,0.14,2,3
8182047,"Comfy Studio/Wifi, Mong Kok",5182903,Gary,,Yau Tsim Mong,22.31389,114.17411,Private room,1198,2,0,,,1,0
8188812,Boutique Modern Apartment on Central Escalators,24845360,Julian,,Central & Western,22.2825,114.15444,Entire home/apt,1088,2,21,2018-09-15,0.43,1,0
8207213,Modern Seaview 4 BR Apt-Marina view,10056448,Annie,,Islands,22.2965,114.02577,Entire home/apt,1754,6,19,2019-06-09,0.40,4,315
8219258,"One Double Bed Room(標準雙人套房),只供2人入住",43338383,Geo,,Yau Tsim Mong,22.32201,114.16964,Private room,352,1,25,2019-04-07,0.59,8,365
8220618,Cozy Studio in the Heart of HK,43348056,Katrina,,Wan Chai,22.27886,114.18231,Entire home/apt,501,3,7,2016-06-27,0.14,2,0
8228612,Traditional HK -Clean convenient room in Jordan,43392680,Chuiying,,Yau Tsim Mong,22.30689,114.166,Private room,399,1,26,2018-08-05,0.76,7,0
8229885,Ensuite Double Bedroom in City 1,23438315,Mila,,Yau Tsim Mong,22.29704,114.17136,Private room,681,2,12,2019-04-22,0.25,8,176
8230315,"家庭房,適合4-5人入住",43338383,Geo,,Yau Tsim Mong,22.32126,114.17087,Private room,963,1,1,2019-04-06,0.18,8,362
8230322,Two Bed for 3 persons sleep 3人間,43338383,Geo,,Yau Tsim Mong,22.3226,114.1695,Private room,681,1,7,2017-12-17,0.23,8,362
8233982,Tidy private room #1 less than 1 min from TST MTR,43420426,Joseph,,Yau Tsim Mong,22.29806,114.17113,Private room,572,1,173,2019-07-26,3.59,5,83
8236222,"Short/long stay,9sec MongKok MTR E1",43435950,Ling,,Yau Tsim Mong,22.31754,114.16802,Private room,517,2,0,,,1,0
8240735,House in quiet village in Sai Kung,33725070,Tara,,Sai Kung,22.3906,114.26018,Entire home/apt,2497,2,8,2018-01-04,0.17,4,89
8244584,"太子地鐵站,大房間,連排大窗,Female only",42195207,Lisa,,Sham Shui Po,22.32729,114.16611,Private room,298,1,48,2019-04-14,1.16,2,365
